Username,Name,Location,Description,Website,Verified,Followers,Followings,Public member,Likes,Total tweets,Date created,Default theme,Default photo,Tweet's source,Tweet's geotagged,Tweet's retweets,Tweet's likes,Tweet's mentions,Tweet's hashtags,Tweet's link
AZ_OccupMed,Phil Harber,Arizona,"Professor of Public Health, University of Arizona",https://t.co/QCgLzteePB,FALSE,40,6,1,0,38,2015-01-08 04:49:17+00:00,FALSE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'COVID', 'indices': [0, 6]}, {'text': 'Gym', 'indices': [25, 29]}, {'text': 'spinning', 'indices': [78, 87]}, {'text': 'yoga', 'indices': [89, 94]}, {'text': 'UArizona', 'indices': [179, 188]}, {'text': 'OEM', 'indices': [189, 193]}]",[]
Travserver1,TravServer,,"TravServer: Travel CRM Software a state of the art Tours & Travel Management Software helping travel business to grow with improved operations, strategy & sales",https://t.co/yDjqGTHprg,FALSE,16,75,0,166,604,2021-02-08 14:58:22+00:00,TRUE,FALSE,Twitter for Android,,3,2,"[{'screen_name': 'stb_sg', 'name': 'STB', 'id': 2898090338, 'id_str': '2898090338', 'indices': [148, 155]}]","[{'text': 'Singapore', 'indices': [0, 10]}, {'text': 'Covid', 'indices': [19, 25]}, {'text': 'restrictions', 'indices': [29, 42]}, {'text': 'mask', 'indices': [54, 59]}, {'text': 'public', 'indices': [68, 75]}, {'text': 'transport', 'indices': [76, 86]}, {'text': 'health', 'indices': [93, 100]}, {'text': 'facilities', 'indices': [101, 112]}, {'text': 'travelbooking', 'indices': [156, 170]}, {'text': 'travelagency', 'indices': [171, 184]}, {'text': 'TourOperatorSoftware', 'indices': [185, 206]}, {'text': 'travelandtourism', 'indices': [207, 224]}, {'text': 'tourism', 'indices': [225, 233]}, {'text': 'travel', 'indices': [234, 241]}, {'text': 'tourist', 'indices': [243, 251]}, {'text': 'CRM', 'indices': [252, 256]}, {'text': 'TravelTrade', 'indices': [257, 269]}, {'text': 'Events', 'indices': [270, 277]}]","[{'url': 'https://t.co/NtKLhKhPQz', 'expanded_url': 'https://newscollage.travserver.com/august2022/singapore-relaxes-covid-19-restrictions-mandatory-mask-only-on-public-transport-health-facilities-reports.html', 'display_url': 'newscollage.travserver.com/august2022/sin…', 'indices': [123, 146]}]"
BookemErin1,Book'em Erin,Alohaland,fyi @EM808 on TruthSocial,,FALSE,245,524,0,8887,5333,2020-05-02 22:44:48+00:00,TRUE,FALSE,Twitter Web App,,1,0,[],"[{'text': 'humans', 'indices': [4, 11]}, {'text': 'Covid', 'indices': [38, 44]}, {'text': 'biotech', 'indices': [45, 53]}, {'text': 'GMOs', 'indices': [63, 68]}, {'text': 'DNA', 'indices': [130, 134]}, {'text': 'copyright', 'indices': [135, 145]}, {'text': 'TAG', 'indices': [146, 150]}, {'text': 'bioEthics', 'indices': [199, 209]}]","[{'url': 'https://t.co/X8ozXmWDwr', 'expanded_url': 'https://tinyurl.com/yckpdrsb', 'display_url': 'tinyurl.com/yckpdrsb', 'indices': [152, 175]}, {'url': 'https://t.co/0iiBBWPqTU', 'expanded_url': 'https://tinyurl.com/rv37ay4n', 'display_url': 'tinyurl.com/rv37ay4n', 'indices': [228, 251]}, {'url': 'https://t.co/rrirPAi28L', 'expanded_url': 'https://twitter.com/WakeUpWorld1502/status/1561928741181603840', 'display_url': 'twitter.com/WakeUpWorld150…', 'indices': [252, 275]}]"
MonkeyAnomalous,Anomalous monkey🦍 Turbine Blades=Gummy Bears. Yum,,"Angry monkey with passionate views about almost anything. Crypto junkie. Hate central banks with all my monkey being. I'm not conspiracy theorist, you are dumb.",,FALSE,596,58,4,26638,40354,2009-09-18 10:11:07+00:00,FALSE,FALSE,Twitter for Android,,0,0,"[{'screen_name': 'politico', 'name': 'POLITICO', 'id': 9300262, 'id_str': '9300262', 'indices': [0, 9]}]","[{'text': 'Covid_19', 'indices': [40, 49]}, {'text': 'Covid', 'indices': [90, 96]}, {'text': 'Trump', 'indices': [165, 171]}, {'text': 'Paxlovid', 'indices': [190, 199]}, {'text': 'Pfizer', 'indices': [226, 233]}, {'text': 'vaccine', 'indices': [282, 290]}]",[]
MonkeyAnomalous,Anomalous monkey🦍 Turbine Blades=Gummy Bears. Yum,,"Angry monkey with passionate views about almost anything. Crypto junkie. Hate central banks with all my monkey being. I'm not conspiracy theorist, you are dumb.",,FALSE,596,58,4,26638,40354,2009-09-18 10:11:07+00:00,FALSE,FALSE,Twitter for Android,,0,0,[],"[{'text': 'Covid_19', 'indices': [30, 39]}, {'text': 'Covid', 'indices': [80, 86]}, {'text': 'Trump', 'indices': [155, 161]}, {'text': 'Paxlovid', 'indices': [180, 189]}, {'text': 'Pfizer', 'indices': [216, 223]}, {'text': 'vaccine', 'indices': [272, 280]}]","[{'url': 'https://t.co/site5vrOkk', 'expanded_url': 'https://twitter.com/politico/status/1562462330230751232', 'display_url': 'twitter.com/politico/statu…', 'indices': [281, 304]}]"
IvankaVic16,Ivanka,"Melbourne, Australia","ɛռʝօʏɨռɢ ʟɨʄɛ, ʟօʋɛ ɢօօɖ ʝօӄɛֆ 
😷🍰🍫🍬🍦🍨🍧",,FALSE,1029,275,7,268347,37877,2016-03-12 08:29:21+00:00,FALSE,FALSE,Twitter for Android,,0,0,"[{'screen_name': 'healthgovau', 'name': 'Australian Department of Health and Aged Care', 'id': 125215990, 'id_str': '125215990', 'indices': [0, 12]}]","[{'text': 'covid', 'indices': [81, 87]}, {'text': 'COVID19', 'indices': [88, 96]}, {'text': 'Vaccinemandate', 'indices': [97, 112]}, {'text': 'vaccine', 'indices': [113, 121]}]",[]
DrIanWeissman,"Ian Weissman, DO","Milwaukee, WI","Radiologist https://t.co/nQcljO5En9 @DeptVetAffairs #AdvocatingForPatients #PublicHealth #Activist. Chair, @RadiologyACR #PFCC Cmte #President @WRS_WI",https://t.co/XkeY7isXhN,FALSE,34765,30876,465,25494,85804,2015-02-27 22:44:10+00:00,TRUE,FALSE,Twitter for Android,,5,11,[],"[{'text': 'COVID', 'indices': [32, 38]}]","[{'url': 'https://t.co/XUvCn5fHbo', 'expanded_url': 'https://cnb.cx/3dPNoes', 'display_url': 'cnb.cx/3dPNoes', 'indices': [248, 271]}]"
kimtku,Kim Ku,New York City,"Designer, illustrator, bookmaker.",https://t.co/yHIg7XFnua,FALSE,312,437,18,632,1918,2008-09-16 14:16:59+00:00,FALSE,FALSE,IFTTT,,1,1,[],"[{'text': 'lifecomics', 'indices': [21, 32]}, {'text': 'personalcomics', 'indices': [33, 48]}, {'text': 'diarycomic', 'indices': [49, 60]}, {'text': 'covid', 'indices': [61, 67]}]","[{'url': 'https://t.co/PFmmjY36ca', 'expanded_url': 'https://instagr.am/p/ChqlCN0DROV/', 'display_url': 'instagr.am/p/ChqlCN0DROV/', 'indices': [68, 91]}]"
stickmancyber,StickmanCyber,Sydney,At StickmanCyber we are on a mission to create a digital world that is safe for everyone.,https://t.co/kWWIMUH0r8,FALSE,205,102,11,66,5303,2009-11-25 11:39:25+00:00,FALSE,FALSE,HubSpot,,1,2,[],"[{'text': 'COVID', 'indices': [4, 10]}, {'text': 'StickmanCyber', 'indices': [233, 247]}, {'text': 'cybersecurity', 'indices': [248, 262]}, {'text': 'workfromhome', 'indices': [263, 276]}]",[]
vivacityrules,Deb Cha as Vivacity,Sense of Irony,Trump endangers us all. Neutralize him. Indict him -any other ideas?  No ideas off table.DOJ/SDNY: do your job-We failed to stop Hitler. Stop Trump B4 too late.,https://t.co/rYnSeVUs1k,FALSE,149,165,2,2130,5772,2016-10-08 19:41:06+00:00,FALSE,FALSE,Twitter Web App,,0,0,"[{'screen_name': 'Bensema80', 'name': 'Jmnm90', 'id': 1512780807991185412, 'id_str': '1512780807991185412', 'indices': [0, 10]}, {'screen_name': 'marioboc17', 'name': 'Mario Boccardi', 'id': 1360721436764217345, 'id_str': '1360721436764217345', 'indices': [11, 22]}, {'screen_name': 'JohnMcEnroe', 'name': 'John McEnroe', 'id': 1420411798637907971, 'id_str': '1420411798637907971', 'indices': [23, 35]}, {'screen_name': 'DjokerNole', 'name': 'Novak Djokovic', 'id': 259925559, 'id_str': '259925559', 'indices': [36, 47]}, {'screen_name': 'alicetweet', 'name': 'Alice Stewart', 'id': 27973524, 'id_str': '27973524', 'indices': [48, 59]}, {'screen_name': 'BetteMidler', 'name': 'bettemidler', 'id': 139823781, 'id_str': '139823781', 'indices': [60, 72]}, {'screen_name': 'usopen', 'name': 'US Open Tennis', 'id': 14836197, 'id_str': '14836197', 'indices': [73, 80]}, {'screen_name': 'UniversalTennis', 'name': 'Universal Tennis', 'id': 23670303, 'id_str': '23670303', 'indices': [81, 97]}, {'screen_name': 'serenawilliams', 'name': 'Serena Williams', 'id': 26589987, 'id_str': '26589987', 'indices': [98, 113]}]","[{'text': 'COVID', 'indices': [160, 166]}, {'text': 'evangelical', 'indices': [208, 220]}]",[]
C_Smeds,Chris,,,,FALSE,2,56,0,31,66,2021-11-26 19:48:34+00:00,TRUE,FALSE,Twitter for Android,,1,1,[],"[{'text': 'covid', 'indices': [107, 113]}, {'text': 'trump', 'indices': [114, 120]}]",[]
Oluwati87891,Oluwatimilehin Daniel,,"Foreign affairs/
Md @Globalspaces with Timdan ✍️/
For Christ 🔥/",,FALSE,2,70,1,19,10,2022-08-17 00:57:32+00:00,TRUE,FALSE,Twitter for Android,,0,0,[],"[{'text': 'CovidIsNotOver', 'indices': [102, 117]}, {'text': 'COVID19', 'indices': [118, 126]}, {'text': 'health', 'indices': [127, 134]}, {'text': 'Covid', 'indices': [135, 141]}]","[{'url': 'https://t.co/kNkUCXCwYu', 'expanded_url': 'https://twitter.com/NCDCgov/status/1562085435911929857', 'display_url': 'twitter.com/NCDCgov/status…', 'indices': [142, 165]}]"
lotus2955,Lotus 🇺🇦🌻🌻🌻🇺🇦,Perth Australia,"Reading, current affairs, F1. General interest in everything else. Wife, mother. Self-confessed germaphobe. IT IS AIRBORNE, WEAR N95/P2 MASKS",,FALSE,867,819,27,105436,90749,2013-02-02 02:45:09+00:00,FALSE,FALSE,Twitter for Android,,1,5,"[{'screen_name': 'DanielAndrewsMP', 'name': 'Dan Andrews', 'id': 228535666, 'id_str': '228535666', 'indices': [0, 16]}, {'screen_name': 'AlboMP', 'name': 'Anthony Albanese', 'id': 254515782, 'id_str': '254515782', 'indices': [164, 171]}]","[{'text': 'covid', 'indices': [62, 68]}, {'text': 'letitripdan', 'indices': [201, 213]}]",[]
LisaPandone,Lisa Pandone-Benson ✡️,,"Middle East/Global Affairs OSINT, CEO The Queen Esther Project, SnapShotGetawaysAZ, TRAVEL AGENT,ARTIST/PHOTOGRAPHER. CO-Chair AZ COVID Task Force.",https://t.co/RF19DtQPtj,FALSE,1893,2751,77,21190,42850,2008-09-16 18:21:31+00:00,FALSE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'COVID', 'indices': [33, 39]}]",[]
ElleBellsy,🦋 EllesBells,Australia,"A little bit of everything

Wolf photo: The Sawtooth pack 🐺",,FALSE,221,582,2,34224,4981,2019-07-12 06:23:21+00:00,TRUE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'COVIDisAirborne', 'indices': [115, 131]}, {'text': 'COVID19', 'indices': [132, 140]}, {'text': 'Covid', 'indices': [141, 147]}, {'text': 'moving', 'indices': [148, 155]}]",[]
akin_gump,Akin Gump,18 offices worldwide,Akin Gump Strauss Hauer & Feld LLP is a leading global law firm providing innovative legal services and business solutions to individuals and institutions.,https://t.co/ewmVJbjkvu,FALSE,12782,223,0,836,13143,2009-07-08 21:04:10+00:00,FALSE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'COVID', 'indices': [18, 24]}]","[{'url': 'https://t.co/lICQRJM4hh', 'expanded_url': 'https://bit.ly/3TjiNpN', 'display_url': 'bit.ly/3TjiNpN', 'indices': [257, 280]}]"
Truthorfiction3,Truthorfiction,,"#LERONLIMAB BINDS TO CCR5: FIGHTS HIV, COVID-19, CANCER & NASH. APPROVE IT.",,FALSE,219,89,1,47006,8860,2020-08-31 00:39:08+00:00,TRUE,FALSE,Twitter Web App,,3,6,[],"[{'text': 'coronavirus', 'indices': [0, 12]}, {'text': 'COVID', 'indices': [13, 19]}, {'text': 'SARS2', 'indices': [20, 26]}, {'text': 'LongCOVID', 'indices': [27, 37]}, {'text': 'NASH', 'indices': [38, 43]}, {'text': 'NAFLD', 'indices': [44, 50]}, {'text': 'HIV', 'indices': [51, 55]}, {'text': 'Cancer', 'indices': [56, 63]}, {'text': 'mTNBC', 'indices': [64, 70]}, {'text': 'Leronlimab', 'indices': [79, 90]}]","[{'url': 'https://t.co/iex3xsqEzG', 'expanded_url': 'https://seekingalpha.com/article/4536813-cytodyn-it-only-takes-one-hit', 'display_url': 'seekingalpha.com/article/453681…', 'indices': [110, 133]}]"
animeraider,Chris Reed. Indie rocker. Gin drinker. Animeraider,Edge of the World Studios,"Chris Reed & The Anime Raiders, the best band to refuse 2 record deals & record a #1 single. Indie hall of famer & award winning band! New music all the time!",https://t.co/aT91Rngpv7,FALSE,356,408,4,719,10396,2010-01-08 21:28:12+00:00,FALSE,FALSE,Twitter Web App,,0,11,"[{'screen_name': 'RealSexyCyborg', 'name': 'Naomi Wu 机械妖姬', 'id': 3562121415, 'id_str': '3562121415', 'indices': [0, 15]}]","[{'text': 'COVID', 'indices': [82, 88]}]",[]
MellilianFlyer,MelillianFlyer,Ceuta and Melilla,"Melillian pilot & glider, amateur natty weight lifter, baseball player in my free time, Music lover...from Melilla, b/w Spain & Morocco",,FALSE,663,1949,21,9848,44056,2012-05-06 04:50:34+00:00,TRUE,FALSE,Twitter Web App,,0,2,"[{'screen_name': 'sassyashieOG', 'name': 'Ashley S. 😷 ☮️', 'id': 476395957, 'id_str': '476395957', 'indices': [0, 13]}, {'screen_name': 'alexmeshkin', 'name': 'Alex Meshkin, GED', 'id': 17250666, 'id_str': '17250666', 'indices': [14, 26]}]","[{'text': 'covid', 'indices': [110, 116]}]",[]
AdsRumon,RumonAds,,,,FALSE,1,0,0,0,1584,2019-12-19 22:42:46+00:00,TRUE,TRUE,IFTTT,,1,1,[],"[{'text': 'gofundme', 'indices': [106, 115]}, {'text': 'covid', 'indices': [116, 122]}, {'text': 'dream', 'indices': [123, 129]}, {'text': 'risemoney', 'indices': [130, 140]}, {'text': 'vote', 'indices': [141, 146]}]","[{'url': 'https://t.co/TtzTuPQlAl', 'expanded_url': 'http://gf.me/u/y5yava', 'display_url': 'gf.me/u/y5yava', 'indices': [82, 105]}]"
MicrobesInfo,Microbes.info,Earth,"Tweeting and RT-ing microbiology news, articles and comments relevant to aspects on bacteria, fungi, viruses and other microbes / microorganisms. Microbes are 💪",https://t.co/CQorVngrBg,FALSE,1450,516,16,15559,42359,2019-04-12 20:42:51+00:00,FALSE,FALSE,Buffer,,1,1,"[{'screen_name': 'TimesNow', 'name': 'TIMES NOW', 'id': 240649814, 'id_str': '240649814', 'indices': [129, 138]}]","[{'text': 'COVID', 'indices': [6, 12]}, {'text': 'coronavirus', 'indices': [16, 28]}, {'text': 'Delhi', 'indices': [50, 56]}, {'text': 'India', 'indices': [65, 71]}, {'text': 'COVID19', 'indices': [74, 82]}, {'text': 'SARSCoV2', 'indices': [85, 94]}, {'text': 'publicHealth', 'indices': [97, 110]}, {'text': 'pandemic', 'indices': [113, 122]}]","[{'url': 'https://t.co/NzaNFCrX8m', 'expanded_url': 'https://www.timesnownews.com/delhi/delhi-sees-over-50-per-cent-jump-in-daily-covid-19-cases-positivity-rate-dips-to-6-14-per-cent-article-93743464', 'display_url': 'timesnownews.com/delhi/delhi-se…', 'indices': [141, 164]}]"
UniicMedia,Uniic Media,,"A Center-Left News Source, Uniic Media provides reinvented Democratic messaging while also sharing from across the aisle - Fair Democracy, Fair News",https://t.co/okEh5Jx2KH,FALSE,109,69,2,4596,5364,2022-01-31 13:21:47+00:00,TRUE,FALSE,Twitter for iPhone,,3,4,[],"[{'text': 'politics', 'indices': [13, 22]}, {'text': 'news', 'indices': [23, 28]}, {'text': 'economics', 'indices': [29, 39]}, {'text': 'republican', 'indices': [40, 51]}, {'text': 'covid', 'indices': [52, 58]}, {'text': 'government', 'indices': [59, 70]}, {'text': 'finance', 'indices': [71, 79]}, {'text': 'vote', 'indices': [80, 85]}, {'text': 'liberal', 'indices': [86, 94]}, {'text': 'democrats', 'indices': [95, 105]}, {'text': 'investment', 'indices': [106, 117]}, {'text': 'political', 'indices': [118, 128]}, {'text': 'Trump', 'indices': [129, 135]}, {'text': 'Biden', 'indices': [136, 142]}]","[{'url': 'https://t.co/M11iB0CCzg', 'expanded_url': 'https://www.uniicmedia.com/p/will-rust-belt-states-surpass-protectionism?r=16xbjg&s=w&utm_campaign=post&utm_medium=web&utm_source=direct', 'display_url': 'uniicmedia.com/p/will-rust-be…', 'indices': [143, 166]}]"
micgavjr,Michael Gavin,"Arlington, VA",Founder @uniicmedia | Founder @uniicmarketing Lucky Charms = ❤️,,FALSE,340,108,8,9395,5465,2020-10-12 23:24:09+00:00,TRUE,FALSE,Twitter for iPhone,,3,4,[],"[{'text': 'politics', 'indices': [13, 22]}, {'text': 'news', 'indices': [23, 28]}, {'text': 'economics', 'indices': [29, 39]}, {'text': 'republican', 'indices': [40, 51]}, {'text': 'covid', 'indices': [52, 58]}, {'text': 'government', 'indices': [59, 70]}, {'text': 'finance', 'indices': [71, 79]}, {'text': 'vote', 'indices': [80, 85]}, {'text': 'liberal', 'indices': [86, 94]}, {'text': 'democrats', 'indices': [95, 105]}, {'text': 'investment', 'indices': [106, 117]}, {'text': 'political', 'indices': [118, 128]}, {'text': 'Trump', 'indices': [129, 135]}, {'text': 'Biden', 'indices': [136, 142]}]","[{'url': 'https://t.co/WgP4ol1Nfy', 'expanded_url': 'https://www.uniicmedia.com/p/will-rust-belt-states-surpass-protectionism?r=16xbjg&s=w&utm_campaign=post&utm_medium=web&utm_source=direct', 'display_url': 'uniicmedia.com/p/will-rust-be…', 'indices': [143, 166]}]"
AmitabhCPandey,Amitabh C. Pandey,,"Assistant Professor physician-scientist cardiologist, translational & clinical researcher, @tulanedom, @tulanemedicine Tweets my own, RT 🚫endorsement",,FALSE,322,150,0,2645,1061,2017-11-17 04:52:39+00:00,TRUE,FALSE,Twitter Web App,,1,1,"[{'screen_name': 'JAMANetworkOpen', 'name': 'JAMA Network Open', 'id': 850455051965431808, 'id_str': '850455051965431808', 'indices': [9, 25]}]","[{'text': 'variants', 'indices': [63, 72]}, {'text': 'Covid', 'indices': [76, 82]}, {'text': 'COVID19', 'indices': [112, 120]}]","[{'url': 'https://t.co/UUZFWVtOKP', 'expanded_url': 'https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2795599?utm_source=silverchair&utm_medium=email&utm_campaign=article_alert-jamanetworkopen&utm_content=wklyforyou&utm_term=082422', 'display_url': 'jamanetwork.com/journals/jaman…', 'indices': [256, 279]}]"
cliffordribner,Clifford Ribner,"Tulsa, Oklahoma","Clifford Ribner holds both a J.D. and an LL.M (in Tax) from New York University School of Law and graduated A.B. Magna Cum Laude, Cornell University",https://t.co/BCI4NCX3OT,FALSE,24,18,1,19,4258,2012-05-16 12:13:46+00:00,FALSE,FALSE,CliffordRibnerWeb,,2,2,[],"[{'text': 'bureaucrats', 'indices': [76, 88]}, {'text': 'china', 'indices': [89, 95]}, {'text': 'covid', 'indices': [96, 102]}, {'text': 'marxists', 'indices': [103, 112]}, {'text': 'virus', 'indices': [113, 119]}]","[{'url': 'https://t.co/ktFURDg2Rv', 'expanded_url': 'https://cliffordribner.com/?p=339575&wpwautoposter=1661396199', 'display_url': 'cliffordribner.com/?p=339575&wpwa…', 'indices': [120, 143]}]"
GeorgeMonks11,"George Monks, M.D.",,"Physician and Volunteer Teacher Univ of Oklahoma, Gulf War Veteran with the Army 445th Military Police Company, Eagle Scout, Farm boy from Wilburton, Oklahoma",,FALSE,6011,1222,62,12324,5692,2020-04-27 22:59:23+00:00,TRUE,FALSE,Twitter for iPhone,,4,13,[],"[{'text': 'Paxlovid', 'indices': [0, 9]}, {'text': 'Covid', 'indices': [213, 219]}, {'text': 'MedTwitter', 'indices': [220, 231]}]","[{'url': 'https://t.co/27q3DX449T', 'expanded_url': 'https://www.wdsu.com/article/pfizer-covid-19-pill-showed-no-benefit-in-younger-adults-study-says/40982951', 'display_url': 'wdsu.com/article/pfizer…', 'indices': [233, 256]}]"
nolongerfree817,Woke817,"Euless, TX",,,FALSE,37,23,0,1814,1312,2014-08-20 21:01:12+00:00,TRUE,FALSE,Twitter for Android,,1,1,[],"[{'text': 'democraps', 'indices': [23, 33]}, {'text': 'Biden', 'indices': [66, 72]}, {'text': 'Trump', 'indices': [152, 158]}, {'text': 'Covid', 'indices': [164, 170]}, {'text': 'vaccine', 'indices': [234, 242]}, {'text': 'vaccine', 'indices': [271, 279]}]",[]
SpiceNest,Spice nest,"Rajkot, India","we are manufacturer of peeled garlic, garlic paste, ginger paste, sauce, raisin, cumin, coriander, fenugreek, Spices, Herbs , etc.",https://t.co/tDpWEu5lAz,FALSE,325,2218,2,4,493,2016-05-04 14:46:59+00:00,TRUE,FALSE,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000025351E25A60>, id='427c27cd45726e87', url='https://api.twitter.com/1.1/geo/id/427c27cd45726e87.json', place_type='city', name='Rajkot', full_name='Rajkot, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000025351E25A60>, type='Polygon', coordinates=[[[70.694641, 22.04699], [71.097384, 22.04699], [71.097384, 22.477865], [70.694641, 22.477865]]]), attributes={})",1,2,[],"[{'text': 'jakarta', 'indices': [41, 49]}, {'text': 'Surabaya', 'indices': [51, 60]}, {'text': 'semarang', 'indices': [62, 71]}, {'text': 'indonesia', 'indices': [180, 190]}, {'text': 'jakarta', 'indices': [191, 199]}, {'text': 'bali', 'indices': [200, 205]}, {'text': 'bandung', 'indices': [206, 214]}, {'text': 'surabaya', 'indices': [215, 224]}, {'text': 'instagood', 'indices': [225, 235]}, {'text': 'malaysia', 'indices': [236, 245]}, {'text': 'follow', 'indices': [246, 253]}, {'text': 'medan', 'indices': [254, 260]}, {'text': 'covid', 'indices': [261, 267]}, {'text': 'BBNaijaS7', 'indices': [268, 278]}]","[{'url': 'https://t.co/fnhNqvTFNV', 'expanded_url': 'http://www.spicenest.in', 'display_url': 'spicenest.in', 'indices': [154, 177]}]"
Inaaqc_bo,𝙄𝙉𝘼𝘼𝙌𝘾 ᴮᴼ,Belgium,"An initiative that encourages/applies TEAMWORK with worldwide healthcare providers who share our passion and vision about «science, education and technology».",https://t.co/qlhd6RMGhG,FALSE,28,87,0,215,464,2021-11-19 10:37:22+00:00,TRUE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'noticias', 'indices': [82, 91]}, {'text': 'medicina', 'indices': [92, 101]}, {'text': 'covid', 'indices': [102, 108]}, {'text': 'salud', 'indices': [112, 118]}]","[{'url': 'https://t.co/CCMgRJsIKP', 'expanded_url': 'https://www.who.int/.../weekly-epidemiological-update-on', 'display_url': 'who.int/.../weekly-epi…', 'indices': [129, 152]}, {'url': 'https://t.co/I8ccIxqBX9', 'expanded_url': 'https://www.inaaqc.org/telemedicine', 'display_url': 'inaaqc.org/telemedicine', 'indices': [184, 207]}]"
MyGungahlin,My Gungahlin,Canberra,"My Gungahlin is devoted to providing information about the Gungahlin region to residents, businesses and visitors to Gungahlin.",http://t.co/XEncgJ4bxV,FALSE,2072,300,41,4259,20315,2012-05-08 11:08:19+00:00,FALSE,FALSE,Hootsuite Inc.,,1,1,[],"[{'text': 'COVID', 'indices': [18, 24]}]","[{'url': 'https://t.co/LuQnzSr3o5', 'expanded_url': 'http://ow.ly/6tm450KrMm8', 'display_url': 'ow.ly/6tm450KrMm8', 'indices': [151, 174]}]"
JInfo4us,JustInfo4us,,,,FALSE,2464,2643,2,8837,218871,2018-12-30 14:57:27+00:00,TRUE,FALSE,Zapier.com,,2,1,[],"[{'text': 'employment', 'indices': [57, 68]}, {'text': 'jobs', 'indices': [69, 74]}, {'text': 'hiring', 'indices': [75, 82]}, {'text': 'job', 'indices': [83, 87]}, {'text': 'jobsearch', 'indices': [88, 98]}, {'text': 'recruitment', 'indices': [99, 111]}, {'text': 'career', 'indices': [112, 119]}, {'text': 'work', 'indices': [120, 125]}, {'text': 'careers', 'indices': [126, 134]}, {'text': 'recruiting', 'indices': [135, 146]}, {'text': 'nowhiring', 'indices': [147, 157]}, {'text': 'business', 'indices': [158, 167]}, {'text': 'resume', 'indices': [168, 175]}, {'text': 'jobseekers', 'indices': [176, 187]}, {'text': 'hr', 'indices': [188, 191]}, {'text': 'jobhunt', 'indices': [192, 200]}, {'text': 'staffing', 'indices': [201, 210]}, {'text': 'humanresources', 'indices': [211, 226]}, {'text': 'jobopening', 'indices': [227, 238]}, {'text': 'jobseeker', 'indices': [239, 249]}, {'text': 'covid', 'indices': [250, 256]}, {'text': 'recruiter', 'indices': [257, 267]}, {'text': 'interview', 'indices': [268, 278]}]","[{'url': 'https://t.co/N71ziR6wHg', 'expanded_url': 'https://zpr.io/gsSL4LS4J2Yy', 'display_url': 'zpr.io/gsSL4LS4J2Yy', 'indices': [33, 56]}]"
MirrorNow,Mirror Now,India,"We demand accountability | Relentlessly drive improvement | Address people's issues
📺 Tata Play 612, Airtel 394, Videocon d2h/Dish TV 899/733, Sun Direct 570",https://t.co/OujxBwS5Jl,TRUE,114554,51,397,86,196106,2015-09-21 13:31:19+00:00,FALSE,FALSE,Grabyo,,3,3,[],"[{'text': 'Maharashtra', 'indices': [31, 43]}, {'text': 'DevendraFadnavis', 'indices': [54, 71]}, {'text': 'Mumbai', 'indices': [151, 158]}, {'text': 'Covid', 'indices': [228, 234]}]",[]
DrIanWeissman,"Ian Weissman, DO","Milwaukee, WI","Radiologist https://t.co/nQcljO5En9 @DeptVetAffairs #AdvocatingForPatients #PublicHealth #Activist. Chair, @RadiologyACR #PFCC Cmte #President @WRS_WI",https://t.co/XkeY7isXhN,FALSE,34765,30876,465,25494,85804,2015-02-27 22:44:10+00:00,TRUE,FALSE,Twitter for Android,,6,13,[],"[{'text': 'COVID', 'indices': [26, 32]}]","[{'url': 'https://t.co/rRWcxqzk0V', 'expanded_url': 'https://m.jpost.com/health-and-wellness/coronavirus/article-715514', 'display_url': 'm.jpost.com/health-and-wel…', 'indices': [182, 205]}]"
ChildrenOfGodS3,Children Of God Sanctuary-Retweet-SEE Pined Videos,Click 2C US THEFT Videos/Pics:,DONATE-MED Repair/SUE-Rev Jim E Stephenson NO CIVIL RIGHTS: SUE MAFIA LAWYERS-BLOCK MED(Cataract etc)-GIVE 2 U-Kids-New JesusU-MANY MILLIONS: https://t.co/fNbGFmvVdS,https://t.co/aRI1fMYvcC,FALSE,112,1084,1,8775,13594,2020-11-24 21:26:08+00:00,TRUE,FALSE,Twitter Web App,,0,0,"[{'screen_name': 'bradleyreed88', 'name': 'Bradley Reed - MAGA PATRIOT!', 'id': 2193013159, 'id_str': '2193013159', 'indices': [0, 14]}, {'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': 612473, 'id_str': '612473', 'indices': [150, 158]}, {'screen_name': 'MagicJohnson', 'name': 'Earvin Magic Johnson', 'id': 248900032, 'id_str': '248900032', 'indices': [189, 202]}, {'screen_name': 'Pontifex', 'name': 'Pope Francis', 'id': 500704345, 'id_str': '500704345', 'indices': [302, 311]}]","[{'text': 'HIV', 'indices': [255, 259]}, {'text': 'monkeypox', 'indices': [261, 271]}, {'text': 'COVID', 'indices': [278, 284]}]",[]
